-0.684521,-0.036232,-0.355591,0.170115,0.027083,0.645164,0.581889,0.124013,0.109789,0.217762,-0.097946,-0.296966,-0.832087,-0.059733,-0.707088,-0.407491,-0.462483,-0.262038,-0.643177,-0.354566,-0.106998,0.130711
-0.113076,-0.051081,-0.400921,0.154555,-0.100321,0.296531,0.402435,0.037046,-0.192872,0.275382,0.385321,-0.131161,-0.377386,0.935555,0.212974,0.589994,0.289289,0.248780,-0.351734,-0.075965,0.051396,0.039780
0.141704,-0.208444,-0.273473,0.109369,0.018084,0.364451,0.647700,-0.121082,0.253330,0.711413,0.765802,-0.172647,-0.573174,0.793159,0.057327,1.015820,0.500480,0.113411,-0.402099,0.129566,0.277363,0.137467
0.316182,-0.049054,-0.241572,0.136250,0.156968,0.453347,0.770390,0.003971,0.005787,0.334871,0.618531,-0.475100,-0.625742,0.134878,-0.734627,0.406312,0.283739,0.092520,-0.232354,0.011808,-0.081480,0.069821
0.566349,0.295793,-0.256719,0.163295,0.117516,0.489983,0.472219,0.057681,0.257048,0.115278,0.601354,-0.720627,-0.355498,0.255277,-0.429458,0.530970,0.234299,0.340972,0.142928,-0.055945,-0.087987,-0.269755
0.566158,0.662851,0.259844,0.266789,0.067898,0.361954,0.293675,0.173204,0.288509,-0.120876,0.387115,-1.036063,0.036228,0.649892,0.303727,0.683756,0.121965,0.165019,-0.039715,-0.198255,-0.055742,-0.226618
0.493458,0.604976,0.347359,0.509358,0.289092,0.094815,-0.224667,-0.060677,0.249377,-0.082754,0.739170,-0.733941,0.336424,0.132647,-0.031629,0.245630,-0.127337,-0.112846,-0.282157,0.047796,0.000229,0.141737
0.498034,0.448631,-0.113256,-0.048749,-0.418959,-0.203793,-0.214253,0.438796,0.496706,0.085692,0.645342,-0.780567,0.458388,0.013737,0.112175,0.502327,0.622397,0.536450,0.154110,0.125812,0.047261,0.015294
-0.312325,-0.035844,-0.379039,-0.457351,-0.317960,0.104613,-0.051534,0.233093,0.097740,-0.121342,0.458206,-1.250573,0.474243,0.382559,0.943674,0.704625,0.519937,0.587516,0.417742,0.539227,0.589616,0.516313
-0.423989,-0.088437,0.311336,-0.172305,-0.347579,-0.136065,-0.147078,0.183773,-0.353270,-0.260418,0.757455,-0.638593,0.491516,-0.552954,0.498273,0.507176,0.170258,0.162941,0.145745,0.645376,0.440317,0.900461
-0.126563,-0.006997,-0.116928,-0.247023,-0.381442,-0.106104,-0.149272,0.855066,0.571106,0.369599,0.630829,-0.676866,0.620114,-0.703355,0.298613,0.030233,0.197797,0.409910,0.258816,0.333455,0.426180,0.618805
-0.299780,-0.308994,-0.032247,-0.149257,0.162344,0.547921,0.660296,1.519580,0.575660,-0.036327,0.524289,-0.030436,0.553855,-0.616821,0.602601,0.045404,0.121689,0.214437,0.326307,0.367624,0.617387,0.609967
0.625189,0.603213,0.805566,0.665912,0.589475,0.302811,-0.132129,0.971204,0.934552,0.673588,0.479406,-0.002288,0.550640,-0.364680,0.443788,-0.067653,0.212410,0.158271,0.229883,0.124700,0.132989,0.380825
1.088187,0.969734,0.536211,0.319258,0.314857,0.385551,0.239650,0.585486,0.291740,0.640673,0.968612,0.556725,0.347890,-0.472274,0.341247,0.025821,0.169220,0.063933,0.159441,0.024948,0.021072,0.229649
0.667005,0.502729,0.435052,0.104106,0.045786,-0.102495,-0.017162,0.126850,-0.382358,0.150769,0.178779,0.186153,0.795708,0.408425,0.122241,-0.451209,0.005735,0.002585,-0.110762,-0.180999,-0.088749,0.101477
0.518106,0.614179,0.550801,0.227699,-0.151271,-0.046365,-0.306534,-0.734524,-0.832073,-0.044713,-0.086957,-0.262168,-0.053145,0.180033,0.377391,-0.031551,-0.275183,-0.470926,-0.181555,-0.282157,-0.233743,-0.178823
0.156024,0.681871,0.582061,0.497292,0.114730,0.100490,0.011987,-0.488435,-0.679463,-0.437023,-0.477498,-0.281386,-0.249533,-0.337287,-0.196912,-0.139244,-0.052260,0.074328,0.064413,-0.269829,-0.282018,-0.184220
0.125895,0.444378,0.732348,0.696744,0.465372,0.329570,0.461615,0.156371,-0.508668,-0.566594,-0.602692,-0.536723,-0.369573,-0.316262,0.030374,-0.259947,-0.383312,-0.031423,0.173709,0.242483,0.140091,-0.031476
0.168509,0.244700,0.578579,0.821779,0.706033,0.462346,0.618179,0.761326,0.241918,-0.162603,-0.381096,-0.142420,-0.174644,-0.422755,-0.226176,-0.476395,-0.283187,-0.437514,-0.151496,-0.055541,0.173526,0.291922
0.201071,0.264869,0.357441,0.757739,1.005381,0.651723,0.876963,1.240320,1.091693,0.698214,0.367305,0.626759,0.182246,-0.146833,0.118140,-0.168804,-0.127485,-0.374164,-0.215649,-0.117514,0.034195,0.298683
0.389202,0.199583,0.351297,0.528873,0.877387,0.526740,0.764135,1.185069,1.069382,0.867159,0.776913,1.081707,1.030391,0.685193,0.743984,0.452973,0.498558,0.277052,-0.018292,-0.178918,0.134063,0.140726
0.502016,0.237690,0.351610,0.346463,0.571508,0.476031,0.418862,0.608250,0.659332,0.696836,0.668847,0.864690,1.105977,0.955341,1.017563,0.740144,0.800007,0.338706,0.256848,-0.083395,-0.046996,0.113021
