-1.814479,-1.685864,-0.872664,-0.090013,0.232663,1.317402,1.629254,1.294221,1.294221,1.013445,0.156912,-0.903771,-1.336124,-2.583743,-3.376706,-3.841451,-2.961261,-2.075442,-2.411704,-1.393350,-0.133972,1.104631
-2.369235,-1.514033,-1.132847,0.166469,0.657147,1.160436,1.071763,0.744162,0.463386,-0.393147,-1.453830,-2.634955,-2.911076,-4.101745,-4.731295,-4.727835,-4.815999,-3.893019,-2.976898,-2.080503,-1.344130,-0.105398
-2.360278,-0.535290,0.856694,3.006507,2.820560,3.158349,2.992351,2.729241,1.943350,0.879850,-0.349705,-1.229874,-1.300803,-3.017368,-3.851280,-4.382749,-4.250329,-3.680475,-3.516879,-2.021395,-1.732138,-0.556062
-0.965748,1.149130,2.461166,3.401952,2.830749,2.992351,2.729241,2.448464,1.086835,-0.304983,-1.452774,-1.922947,-2.018911,-2.181626,-2.413237,-2.934916,-2.763613,-2.987361,-3.717866,-2.876868,-2.359380,-1.142628
0.995746,2.887909,3.247023,3.319951,2.729241,2.729241,2.448464,1.591932,-0.217524,-1.204244,-1.622342,-2.035208,-2.059328,-1.918257,-1.753173,-1.778838,-2.010219,-2.494564,-2.731636,-2.509804,-2.524930,-1.405040
2.266533,3.368056,3.158349,2.992351,2.729241,2.729241,1.943350,0.879850,-0.860081,-1.453623,-1.910316,-2.372902,-1.255609,-0.261322,0.564083,-0.657403,-1.666854,-2.276690,-2.986477,-2.713450,-3.050924,-1.967982
3.346385,3.493382,2.992351,2.729241,2.729241,2.448464,1.086835,-0.304983,-1.841558,-2.277207,-2.528679,-2.066133,0.058323,1.787032,2.473170,0.615893,-1.268679,-1.930470,-1.998899,-2.061446,-2.533164,-1.834399
3.962129,3.319951,2.729241,2.729241,2.729241,1.943350,0.131079,-0.904073,-1.921944,-1.915090,-1.945658,-0.429759,1.719621,2.843741,2.987281,1.051100,-1.083755,-2.095963,-2.033699,-2.061704,-3.039297,-2.334856
4.208488,2.992351,2.729241,2.729241,2.729241,1.438254,-0.747533,-2.008547,-2.917973,-2.899920,-2.953912,-0.478268,1.945789,2.653505,3.026604,1.747507,0.367259,-1.531790,-1.930470,-1.492797,-2.035833,-2.433139
4.370091,2.729241,2.729241,2.729241,2.729241,0.970259,-1.053227,-2.337105,-2.887257,-3.041748,-2.212878,0.541838,2.259205,2.097037,1.756569,0.847670,-0.667775,-2.658071,-3.389502,-2.695043,-2.692588,-3.738678
4.370091,2.729241,2.729241,2.729241,2.729241,0.964996,-0.906514,-2.059431,-2.776050,-3.153136,-2.293264,-0.611388,0.143064,-0.017817,0.290117,0.838811,0.088939,-1.282747,-2.496207,-1.621235,-1.240234,-3.315548
4.370091,2.729241,2.729241,2.729241,2.729241,1.081309,-0.405776,-0.873689,-1.597727,-1.605032,-1.076157,0.309733,0.339175,-0.433035,-0.535919,-0.587780,-1.042653,-2.667123,-4.033771,-3.162419,-1.942320,-4.092574
4.102768,2.909716,2.729241,2.729241,2.729241,1.323979,0.234503,-0.327106,-0.603258,-0.163182,0.018404,0.780430,0.649080,0.246733,0.071361,-0.142600,-0.329155,-1.346611,-2.245410,-1.655914,-1.124248,-3.216507
3.735266,3.208742,2.729241,2.729241,2.729241,1.834355,1.445932,0.971232,0.707871,0.858440,0.805019,1.435740,0.947429,0.972071,1.004860,0.795750,0.582285,0.083616,-0.841158,-0.364922,-0.495325,-2.324207
2.897699,2.964562,2.909716,2.729241,2.729241,2.223139,1.687150,1.116659,0.734084,0.642654,0.481052,0.861479,1.038934,1.169227,1.100524,1.051378,1.229731,1.294221,0.788120,0.866240,-0.171356,-1.835225
2.691798,2.809522,3.208742,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.223139,1.687150,1.116659,0.734084,0.642654,0.481052,0.744162,0.744162,0.464373,-0.811909,-1.422683
1.553970,2.306989,2.964562,2.909716,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.448464,1.086835,-0.815359,-1.672248
0.736277,2.128516,2.603023,2.941419,2.909716,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.448464,1.591932,-0.217524,-1.593028,-1.587818
-1.077440,0.934746,1.858726,2.090389,2.734920,2.642393,2.909716,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.448464,1.591932,0.531248,-1.160253,-2.166224,-1.818742
-2.166210,-0.760980,0.984843,1.604490,2.290899,2.367418,2.941419,2.909716,2.729241,2.729241,2.729241,2.729241,2.729241,2.729241,2.448464,2.097045,1.243329,0.231077,-0.856376,-2.092480,-2.130696,-1.822630
-1.920270,-2.155670,-1.053288,-0.253467,0.824591,1.311230,2.090389,2.734920,2.642393,2.909716,2.729241,2.729241,2.448464,2.097045,1.243329,0.736173,-0.020145,-0.900799,-1.289862,-2.263064,-1.905920,-1.644538
-1.145835,-1.624885,-1.243737,-1.167671,-0.272814,0.390036,1.272466,1.516601,1.353772,1.273476,1.154925,1.154925,0.649811,0.442826,-0.106993,0.028448,-0.735495,-1.570994,-1.680418,-2.204419,-1.222413,-0.756715
